CARDHLDR,DEFAULT,BANKSAV,BANKCH,ACBINQ,ADEPCNT,PROF,MILITARY,CLERICAL,MAJORDRG,MINORDRG,OWNRENT,INCOME,SELFEMPL,TRADACCT,EXP_INC,EXPRATIO,CPTOPNB,CPTOPNG,CPT30C,CPTF30,CPTAVRV,CBURDEN
1,0,0,0,3,0,0,0,1,0,0,1,16500,0,4,0.0764338,1.5585876,3,0,0,0,6,83.9000015
1,0,0,0,0,0,0,0,0,0,0,1,36000,0,6,0.2456279,0.5968965,5,1,0,0,2,18.7999992
1,1,0,0,0,0,0,0,0,1,4,1,52600,0,12,0.0312357,0.0192308,14,1,1,3,15,67.3000031
1,0,0,1,1,0,0,0,0,0,0,0,32000,0,18,0.01978,2.4587979,15,9,0,0,2,21.7000008
1,0,0,1,0,1,0,0,0,0,1,1,39500,0,22,0.0780246,0.1785736,20,4,0,0,3,29.5
0,0,0,0,6,0,0,0,0,1,0,0,25000,0,5,0.0003429,1,2,0,0,0,1,2.0999999
1,0,0,1,0,4,1,0,0,0,0,1,99999,0,19,0.0548893,0.6380862,17,6,0,0,2,8.6000004
0,0,0,0,13,0,0,0,0,1,2,1,17500,0,12,0.0006857,1,16,7,1,1,8,76.8000031
0,0,0,1,2,1,0,0,0,3,2,1,34000,0,4,0.0003529,1,4,2,0,2,2,37.7000008
1,0,0,0,0,1,0,0,0,0,0,1,11000,0,20,0.4330874,1.8788131,18,9,0,0,10,79.5999985
1,0,0,1,0,0,0,0,1,1,1,1,23016,0,16,0.169264,1.2135113,12,3,0,0,4,62.5999985
1,0,0,0,2,2,0,0,0,0,0,1,44000,0,24,0.1006695,1.8669646,34,13,0,0,6,39.0999985
1,0,0,0,6,2,0,0,0,0,0,1,36000,0,24,0.0200289,0.700566,34,8,0,0,1,13.1000004
1,0,0,0,0,0,0,0,0,0,0,0,27300,0,0,0.0849247,0.6438919,3,1,0,0,2,18.7999992
1,0,0,0,2,0,1,0,0,0,0,0,16851,0,4,0.0738158,1.7158734,2,0,0,0,1,15.6000004
1,0,0,1,1,0,1,0,0,0,0,0,28600,0,3,0.0309584,1.2358837,1,0,0,0,1,2.7
1,0,0,1,0,0,0,0,0,0,0,0,14400,0,9,0.319034,1.1593274,12,9,0,1,2,27.2000008
0,0,0,0,3,2,0,0,0,1,1,1,16000,0,12,0.0005393,1,12,4,0,3,9,81.5999985
0,0,0,0,5,2,0,0,0,0,0,1,7800,1,1,0.0005579,1,2,0,0,0,1,9.8000002
1,0,0,0,0,0,0,0,0,0,0,0,28500,0,14,0.0814186,2.0018499,1,1,0,0,0,0
1,0,0,1,1,2,0,0,1,0,0,1,30000,1,19,0.0100753,6.8170686,14,4,0,0,18,80.8000031
1,0,0,0,1,1,0,0,0,0,0,1,22300,0,4,0.0292813,0.8252422,3,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,48000,0,12,0.0561251,0.2435744,14,4,0,0,1,3.5
1,0,0,1,7,0,0,0,0,0,0,0,24000,0,10,0.0260075,1.0398039,7,0,0,0,7,48.5
0,0,0,1,1,0,0,0,0,3,0,0,16440,0,6,0.0007299,1,5,1,0,2,4,69.6999969
1,0,0,0,0,2,0,0,0,0,0,1,35000,0,8,0.0796386,1.815505,9,4,0,0,5,48.0999985
1,0,0,1,0,0,0,0,0,0,0,0,27000,0,0,0.1127041,1.4074446,6,1,0,0,12,96.4000015
1,0,0,0,2,0,0,0,0,0,0,0,31000,0,4,0.067951,0.9540631,3,0,0,0,2,22.1000004
1,0,0,1,0,2,0,0,0,0,0,1,48000,0,20,0.058096,0.1532713,15,6,1,0,1,10.6999998
1,0,0,1,3,2,0,0,0,0,0,1,99999,1,18,0.0795518,0.452721,18,12,0,0,1,5.3000002
1,0,0,0,1,1,0,0,0,0,0,1,60000,0,13,0.0202707,0.7575722,10,4,0,0,1,4.9000001
1,0,0,1,6,1,0,0,0,0,0,0,14000,0,3,0.0356559,1.3313462,2,0,0,0,3,20
0,0,0,1,0,3,0,0,0,0,0,0,35000,0,0,0.0003429,1,11,2,0,1,13,38.7999992
1,0,0,0,1,4,0,0,0,0,1,1,40000,0,16,0.0002667,1,22,4,0,0,11,77
1,1,0,0,0,3,0,0,0,0,0,1,17000,0,16,0.0056957,0.048,16,6,1,2,6,80.1999969
0,0,0,1,0,2,0,0,0,0,0,1,15000,0,0,0.0006061,1,8,1,1,0,7,81.8000031
1,0,0,0,1,0,0,0,0,0,0,1,36000,0,13,0.042216,4.9901013,12,6,0,0,6,48.7000008
1,0,0,0,0,3,0,0,1,0,0,1,34320,0,6,0.0466937,0.7523011,6,4,0,0,8,52.5
1,0,0,1,2,3,0,0,0,0,0,1,19200,0,22,0.1600073,1.4171046,17,6,1,0,5,63.9000015
0,0,0,1,0,1,0,0,0,13,0,1,16800,0,6,0.0007143,1,12,1,0,0,6,58.2999992
0,0,0,0,0,0,0,0,0,0,0,1,16000,0,2,0.00075,1,3,2,1,0,3,66.5
0,0,0,0,5,3,0,0,1,0,0,1,12000,0,4,0.0003243,1,4,0,0,0,7,95.5999985
0,0,0,1,1,1,0,0,0,0,0,1,14500,0,9,0.0006936,1,9,0,0,1,1,11.6999998
1,0,0,0,0,0,1,0,0,0,0,1,24000,0,3,0.0387955,0.1103855,3,1,0,0,1,10.3999996
0,0,0,1,5,0,1,0,0,0,0,0,25000,0,3,0.00048,1,3,0,0,0,9,96.5
1,0,0,1,1,2,0,0,0,0,0,1,19080,0,4,0.0269067,2.0377514,4,3,0,0,4,64.5999985
1,0,0,1,2,0,0,0,0,0,0,0,7000,0,4,0.060669,2.0731046,8,0,0,0,3,95.5
1,0,0,0,2,0,0,0,0,0,0,1,10400,0,6,0.1779535,1.1354423,3,0,0,0,3,74.8000031
1,0,0,0,1,0,1,0,0,0,0,1,32000,0,5,0.0238228,3.258827,9,1,0,0,6,62.0999985
1,0,0,0,0,0,0,0,0,0,0,1,21000,0,0,0.2057905,1.1257256,7,1,0,0,2,18.3999996
1,0,0,0,0,3,0,0,0,0,0,1,45000,0,0,0.1270757,0.9156699,20,3,0,7,3,21.1000004
0,0,0,1,2,0,0,0,0,1,0,1,22000,0,4,0.000375,1,5,1,0,0,0,0
1,0,0,0,1,2,0,0,0,0,0,1,51254,0,24,0.0421233,0.1848412,26,10,0,0,2,18.2999992
1,1,0,1,2,2,0,0,0,0,0,0,30000,0,1,0.0519254,0.191982,1,0,0,0,6,87.3000031
0,0,0,0,0,2,0,0,0,0,0,0,29000,0,0,0.0003261,1,3,0,0,0,10,99.0999985
0,0,0,0,0,4,0,1,0,0,0,0,12000,0,0,0.001,1,7,3,0,2,13,63.0999985
1,0,0,0,0,3,0,1,0,0,0,1,62177,0,0,0.0375029,4.7152452,18,7,1,5,10,67.5999985
0,0,0,0,4,3,0,0,0,8,8,1,45321,0,17,0.0002483,1,27,7,2,9,10,41.2000008
0,0,0,1,0,0,0,0,0,0,0,0,60000,1,0,0.0002,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,25000,0,8,0.1065946,1.9929373,3,3,0,0,18,64.3000031
1,0,0,0,0,0,1,0,0,0,0,0,21600,0,0,0.0202853,8.1689329,12,4,0,0,2,33.4000015
1,0,0,0,0,2,0,0,0,0,0,1,55000,0,0,0.0445798,2.2177033,15,4,0,0,4,41.7999992
1,0,0,1,0,1,0,0,0,0,0,1,32000,0,25,0.1258194,1.0615567,31,11,0,0,13,81.5
1,0,0,1,0,3,0,0,0,0,0,1,36000,0,14,0.0751664,1.6739032,12,5,0,0,13,66.8000031
0,0,0,1,12,4,0,0,0,12,0,1,26500,1,8,0.0004528,1,8,0,0,0,7,46.7999992
1,0,0,0,0,0,0,0,0,0,0,1,35000,0,9,0.0018857,10,9,3,0,0,22,60.2999992
1,0,0,0,0,0,0,0,0,0,0,1,30000,0,0,0.0155937,0.6022936,1,0,0,0,6,61.2000008
1,0,0,0,0,2,0,0,0,0,0,0,25000,1,3,0.00132,0.2222222,3,1,0,0,1,12.6999998
1,0,0,1,2,2,0,0,0,0,0,1,30000,1,9,0.100061,7.2467861,10,4,0,0,2,28.7000008
0,0,0,1,0,1,0,0,0,2,0,1,38000,0,2,0.0003158,1,4,1,0,0,0,0
1,0,0,1,0,2,0,0,0,0,0,1,40000,0,0,0.0748158,0.0276889,7,4,0,0,1,1
1,0,0,1,0,1,0,0,0,0,0,1,27000,0,4,0.0053844,4.7333331,4,1,0,0,4,16
1,0,0,1,0,3,0,0,0,0,0,1,30589,0,20,0.0248861,1.8726038,25,10,0,0,8,44.7999992
0,0,0,1,2,2,0,0,0,7,0,1,30000,0,2,0.0004,1,2,1,1,2,1,10.8000002
0,0,0,0,1,0,0,0,0,2,1,1,25199,0,1,0.0004762,1,2,0,0,0,0,0
1,0,0,1,0,1,0,0,0,0,0,0,25000,0,15,0.0676133,0.7296422,2,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,28500,0,0,0.0004211,1,11,4,0,0,14,58.7000008
1,0,0,1,7,3,0,1,0,0,0,0,57200,0,9,0.0643571,2.7373362,10,5,0,0,16,95.5
1,0,0,1,0,0,0,0,0,0,0,1,99999,1,0,0.0657949,3.5785804,9,5,0,0,16,59.2999992
1,0,0,1,1,0,0,0,0,0,0,0,22000,0,12,0.1381851,1.3600801,6,2,0,0,4,58.4000015
1,0,0,0,3,4,0,0,0,0,0,0,31000,0,5,0.0422437,2.3329909,6,3,1,2,8,83.6999969
1,0,0,1,0,1,0,0,0,0,0,1,22880,0,15,0.0032458,1.459,18,6,0,0,12,78.5
1,0,0,0,0,2,0,0,0,0,0,1,35000,0,13,0.0461697,1.5938041,13,4,0,0,1,3.3
1,0,0,0,0,1,1,0,0,0,0,1,20000,0,1,0.0487515,1.0270894,1,1,0,0,12,66.3000031
0,0,0,0,0,0,0,1,0,0,0,1,13000,0,0,0.000531,1,2,0,0,1,2,100
1,0,0,1,2,4,0,0,0,0,1,1,70000,0,6,0.00679,0.0969305,6,5,0,0,6,17.7000008
0,0,0,0,6,1,0,0,0,5,2,1,33160,0,14,0.0003619,1,15,3,1,4,38,90.9000015
1,1,0,0,6,1,0,0,0,0,0,1,19000,0,6,0.04506,0.0440732,6,0,0,0,3,74.6999969
1,0,0,0,1,1,0,0,0,0,0,0,27000,0,5,0.0594037,1.5786175,5,1,0,0,1,7
0,0,0,0,1,0,1,0,0,3,0,0,34000,0,6,0.0003529,1,7,1,0,0,2,45.5999985
0,0,0,0,3,0,0,0,0,4,2,1,18432,0,16,0.000651,1,19,7,1,4,4,47.5
0,0,0,0,0,3,0,1,0,0,0,0,18000,0,0,0.0006667,1,6,0,0,0,6,100
1,1,0,1,0,2,1,0,0,0,0,1,16000,0,2,0.022386,11.8309755,3,1,0,0,27,88
1,0,0,0,1,2,0,0,0,0,0,1,32700,0,22,0.0497128,1.1084435,32,2,0,0,3,29.7999992
1,0,0,0,0,1,0,0,0,0,1,1,20000,0,8,0.4820855,2.9051073,8,3,0,0,23,86.3000031
0,0,0,1,1,0,0,0,0,2,3,0,18000,0,8,0.0005263,1,10,8,0,0,9,75.5999985
0,0,0,1,1,2,1,0,0,1,0,0,16500,0,2,0.00064,1,2,0,0,1,7,100
1,0,0,0,0,1,1,0,0,0,0,0,22000,0,3,0.011,0.3296703,3,0,0,1,11,80.5999985
0,0,0,1,3,1,0,0,0,1,1,1,20000,0,12,0.0005908,1,11,2,0,0,0,0
1,0,0,1,0,2,1,0,0,0,0,1,36974,0,15,0.0940682,0.5781264,14,6,0,0,2,17.8999996
0,0,0,1,0,4,0,0,0,0,0,0,18000,0,0,0.000625,1,2,0,0,0,0,0
1,0,0,1,0,2,0,0,0,0,0,1,50000,0,5,0.0018833,3.9130435,16,4,0,0,1,8.5
1,0,0,0,0,0,0,0,0,0,0,1,35600,0,0,0.0405882,1.5349824,7,4,0,1,2,10.6000004
0,0,0,0,0,0,0,0,0,0,0,0,16500,0,0,0.0007273,1,1,1,0,0,0,0
1,0,0,0,0,1,1,0,0,0,0,0,24000,0,0,0.0274692,0.9504734,5,1,0,0,4,55
1,0,0,0,0,3,0,0,0,0,0,1,45000,0,10,0.1935104,1.2135154,2,1,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,20000,0,0,0.131112,0.4975671,19,3,0,2,3,52
1,0,0,0,0,3,0,0,0,0,0,1,32000,0,19,0.0566475,0.4688581,19,4,0,0,5,33.7999992
0,0,0,1,1,3,0,0,0,4,1,1,40000,0,9,0.0003,1,9,3,0,0,0,0
1,0,0,0,1,2,0,0,0,1,0,0,40000,0,22,0.0511923,0.8547916,26,8,0,0,13,66.5999985
0,0,0,1,4,0,0,0,0,0,0,1,15000,0,8,0.0008,1,9,2,0,0,3,38.2000008
1,0,0,0,7,0,0,0,0,0,0,0,16800,0,9,0.1314172,0.8389116,8,0,0,0,2,34.7000008
1,0,0,0,1,3,0,0,0,0,0,1,37000,0,17,0.0372758,0.9900822,19,7,0,0,5,38.2000008
1,0,0,1,1,0,0,0,0,0,0,0,35000,0,31,0.0892071,1.1399932,17,4,0,0,2,19.2000008
0,0,0,1,4,0,0,0,0,1,0,0,16000,0,9,0.00075,1,8,0,0,0,1,14.1999998
1,0,0,1,0,2,0,0,0,0,0,0,31900,0,14,0.0799326,1.4876585,14,6,0,0,3,43.5999985
1,0,0,0,2,3,0,0,0,0,0,1,99999,0,17,0.0874047,0.0246178,18,9,0,0,1,1.6
0,0,0,1,0,1,0,0,0,0,0,1,28980,0,0,0.0002475,1,18,4,0,0,2,16
1,0,0,0,3,1,0,0,0,0,0,1,43600,0,18,0.0736626,2.9996138,29,6,0,0,19,57.7999992
0,0,0,0,6,3,0,0,0,8,6,1,56000,0,19,0.0002143,1,0,0,1,1,2,68.0999985
1,0,0,0,5,1,0,0,0,0,0,1,45000,0,42,0.0027778,0.6666667,22,10,0,0,10,76.1999969
1,0,0,0,1,2,0,0,0,0,0,1,51400,0,15,0.0089494,0.15,14,8,0,0,4,22.7000008
1,0,0,1,0,2,0,0,0,0,0,1,55000,0,13,0.0711549,1.5774642,14,2,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,38000,0,17,0.0201997,0.5761601,19,4,0,0,7,49.4000015
1,0,0,0,0,1,1,0,0,0,0,0,24200,0,0,0.0725808,0.0533598,14,6,0,0,1,0.1
1,0,0,1,1,2,0,0,0,0,0,1,50000,0,8,0.0022,1.2,8,2,0,0,4,17.7999992
1,0,0,0,0,2,0,0,0,0,1,0,18000,0,6,0.1337421,2.4694414,8,2,0,4,10,64.5999985
1,0,0,0,6,0,0,0,0,0,0,0,30000,0,4,0.0120167,1.3717105,4,0,0,0,3,33.0999985
0,0,0,0,3,0,0,0,0,0,1,1,29432,0,5,0.0003917,1,7,1,0,0,9,99.3000031
0,0,0,0,5,1,0,0,0,2,3,1,28967,0,6,0.0002162,1,9,4,0,1,1,16.6000004
1,0,0,1,2,3,0,0,0,0,0,1,12000,0,24,0.00429,29.0299988,10,4,0,0,9,64.9000015
1,0,0,0,1,3,0,0,0,0,0,1,72000,0,14,0.0445923,1.3423995,12,10,0,0,14,89.5999985
1,0,0,0,1,0,0,0,0,0,0,1,24000,0,5,0.0031519,1.2,5,4,0,0,0,0
1,0,0,1,2,2,0,0,0,0,0,1,50000,1,3,0.0319992,2.7295103,2,0,0,0,4,43.5999985
1,1,0,0,4,2,0,0,0,0,0,1,18446,0,9,0.0128764,0.1299142,5,3,0,0,9,87.0999985
1,0,0,0,1,2,0,0,0,0,0,0,36400,0,4,0.0050403,4.3333335,4,3,0,0,5,66.5999985
1,0,0,0,1,1,1,0,0,0,0,1,22000,0,6,0.0005455,1,7,7,0,0,3,36.7999992
1,0,0,1,1,1,0,0,0,0,0,0,40000,0,13,0.0781708,1.2576391,11,6,0,0,2,13.3999996
1,0,0,0,2,3,0,0,0,0,0,1,37000,0,12,0.1715378,1.8551056,11,3,0,0,1,0.2
1,0,0,1,0,2,0,0,0,0,0,1,48800,0,0,0.0105123,0.1324503,8,2,0,0,2,20.7000008
0,0,0,1,0,2,0,0,0,0,3,1,15000,0,6,0.0008,1,9,7,0,10,6,69.9000015
1,0,0,1,2,2,0,0,0,0,0,1,28765,0,2,0.1071148,5.2057729,1,0,0,0,6,67.1999969
1,0,0,0,1,4,0,0,0,0,0,1,40000,0,11,0.0147513,1.6065656,5,5,0,0,7,38
0,0,0,0,8,0,0,0,0,0,0,1,28600,0,1,0.0004196,1,1,0,0,0,6,99.8000031
0,0,0,1,0,2,0,0,0,0,0,1,30000,1,0,0.0004,1,1,1,0,0,3,41.9000015
1,0,0,0,1,1,0,0,0,1,0,1,16000,0,15,0.774177,1.5570148,11,2,0,0,3,48.2000008
0,0,0,1,2,0,0,0,0,1,1,0,17520,0,2,0.0004464,1,3,0,0,2,2,45.5999985
0,0,0,0,0,1,0,0,0,0,0,0,38400,1,1,0.0003125,1,1,0,0,0,4,93.3000031
1,0,0,0,0,3,0,0,0,0,0,1,50000,0,0,0.0743728,3.0858128,0,0,0,0,3,100
0,0,0,1,2,0,0,0,0,0,1,0,15000,0,3,0.0006667,1,4,0,0,0,7,108.0999985
1,0,0,0,0,0,1,0,0,0,0,0,13000,0,2,0.3269067,4.1889944,1,1,0,0,1,48.2000008
1,0,0,1,1,4,1,0,0,0,0,1,30000,0,8,0.0444127,3.1898742,5,3,0,0,2,7.3000002
1,0,0,0,4,0,0,1,0,0,0,0,36000,0,8,0.0598975,1.0634545,2,1,0,0,12,78.5
1,0,0,0,0,3,1,0,0,0,0,1,70944,0,0,0.515883,0.8572415,12,5,0,0,2,10.1000004
1,0,0,0,1,0,0,0,0,0,0,1,35000,0,14,0.0384807,1.5841757,6,4,0,0,4,34.9000015
1,0,0,1,2,0,0,0,0,0,0,0,20000,0,11,0.2099155,3.9566824,6,3,0,0,17,97.9000015
1,1,0,0,5,2,0,0,0,0,0,1,25000,0,6,0.0742468,0.4289223,4,0,0,0,13,99.5999985
1,0,0,0,0,0,0,0,0,0,0,1,35000,0,4,0.1792123,2.3117368,16,9,0,0,4,18
1,0,0,0,0,1,0,0,0,0,0,1,44562,0,5,0.0226316,3.3509505,1,1,0,0,0,0
1,0,0,0,0,3,0,0,0,1,1,1,30000,0,17,0.0896717,0.233448,10,2,1,3,0,0
1,0,0,1,0,0,0,0,0,0,0,1,15500,0,2,0.0696206,0.403277,2,1,0,0,15,86.5
1,0,0,0,0,0,0,0,0,0,0,0,23300,0,8,0.1139695,0.872701,7,4,1,2,3,38.0999985
1,0,0,0,0,0,0,0,0,0,1,0,15800,0,13,0.1207709,1.7775545,10,7,0,0,3,40.4000015
1,0,0,0,1,0,0,0,0,1,0,1,24960,0,11,0.0004808,1,3,2,0,0,3,64.5
1,0,0,1,3,0,0,0,0,0,0,0,15000,0,5,0.058608,0.882484,1,0,0,0,2,25.3999996
